article_id,demographic_count,relational_count,cultural_count,doi,jstor_url,publicationYear,article_name,primary_subject,journal_title,creator,file_name,wordCount,pageCount
journal-article-10.2307_2487468,5,79,1,10.2307_2487468,https://www.jstor.org/stable/2487468,1989.0,The Liquidation/Merger Alternative. Some Results for the UK Corporate Sector,Management & Organizational Behavior,Managerial and Decision Economics,M. J. Peel; N. Wilson,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487468.txt,8666.0,12.0
journal-article-10.2307_2487469,1,3,0,10.2307_2487469,https://www.jstor.org/stable/2487469,1989.0,The Determinants of Wagering Behavior,Management & Organizational Behavior,Managerial and Decision Economics,Ramon P. Degennaro,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487469.txt,6526.0,8.0
journal-article-10.2307_2487470,3,3,1,10.2307_2487470,https://www.jstor.org/stable/2487470,1989.0,Alternative Measures of Rates of Return: Some Empirical Evidence,Management & Organizational Behavior,Managerial and Decision Economics,J. C. Bosch,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487470.txt,7248.0,11.0
journal-article-10.2307_2487471,1,20,1,10.2307_2487471,https://www.jstor.org/stable/2487471,1989.0,A Trucker's Dilemma: Managerial Behavior under an Operating-Ratio Standard,Management & Organizational Behavior,Managerial and Decision Economics,James N. Giordano,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487471.txt,6532.0,11.0
journal-article-10.2307_2487472,0,6,5,10.2307_2487472,https://www.jstor.org/stable/2487472,1989.0,Transfer Pricing: Technical and Productivity Change within the Firm,Management & Organizational Behavior,Managerial and Decision Economics,C. A. Tisdell,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487472.txt,2625.0,4.0
journal-article-10.2307_2487478,3,3,0,10.2307_2487478,https://www.jstor.org/stable/2487478,1990.0,On the Balancing of Error Rates for LP Discriminant Methods,Management & Organizational Behavior,Managerial and Decision Economics,Carol A. Markowski,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487478.txt,4050.0,7.0
journal-article-10.2307_2487479,2,9,0,10.2307_2487479,https://www.jstor.org/stable/2487479,1990.0,Classification Performance of Mathematical Programming Techniques in Discriminant Analysis: Results for Small and Medium Sample Sizes,Management & Organizational Behavior,Managerial and Decision Economics,Antonie Stam; Dennis G. Jones,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487479.txt,6669.0,11.0
journal-article-10.2307_2487481,6,11,2,10.2307_2487481,https://www.jstor.org/stable/2487481,1990.0,A Robust Methodology for Discriminant Analysis Based on Least-Absolute-Value Estimation,Management & Organizational Behavior,Managerial and Decision Economics,Louis W. Glorfeld,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487481.txt,5423.0,11.0
journal-article-10.2307_2487485,1,13,36,10.2307_2487485,https://www.jstor.org/stable/2487485,1991.0,Mechanisms for Technology Transfer in Japanese Economic History,Management & Organizational Behavior,Managerial and Decision Economics,Gary Saxonhouse,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487485.txt,6546.0,10.0
journal-article-10.2307_2487486,4,24,6,10.2307_2487486,https://www.jstor.org/stable/2487486,1991.0,International Competitiveness of Japanese Manufacturing,Management & Organizational Behavior,Managerial and Decision Economics,Donald J. Daly,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487486.txt,6929.0,10.0
journal-article-10.2307_2487487,2,49,5,10.2307_2487487,https://www.jstor.org/stable/2487487,1991.0,Modeling the Performance of US Direct Investment in Japan: Some Empirical Estimates,Management & Organizational Behavior,Managerial and Decision Economics,Masao Nakamura,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487487.txt,11667.0,19.0
journal-article-10.2307_2487488,11,5,0,10.2307_2487488,https://www.jstor.org/stable/2487488,1991.0,Value Added Maximization Behavior of Firms and the Japanese Semiconductor Industry,Management & Organizational Behavior,Managerial and Decision Economics,Yoshi Tsurumi; Hiroki Tsurumi,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487488.txt,6702.0,12.0
journal-article-10.2307_2487490,5,15,22,10.2307_2487490,https://www.jstor.org/stable/2487490,1991.0,The Industrial Relations System in Japan: An Interpretation and Policy Implications,Management & Organizational Behavior,Managerial and Decision Economics,Masanori Hashimoto,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487490.txt,8495.0,11.0
journal-article-10.2307_2487491,4,13,15,10.2307_2487491,https://www.jstor.org/stable/2487491,1991.0,The Theory of Contracts and Labor Practices in Japan and the United States,Management & Organizational Behavior,Managerial and Decision Economics,Yoshitsugu Kanemoto; W. Bentley MacLeod,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487491.txt,8904.0,12.0
journal-article-10.2307_2487492,3,31,5,10.2307_2487492,https://www.jstor.org/stable/2487492,1991.0,Going Global: Japanese Science-Based Strategies in the 1990s,Management & Organizational Behavior,Managerial and Decision Economics,Charles J. McMillan,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487492.txt,6024.0,11.0
journal-article-10.2307_2487493,4,17,2,10.2307_2487493,https://www.jstor.org/stable/2487493,1991.0,"The Growth in the Japanese Stock Market, 1949-90 and Prospects for the Future",Management & Organizational Behavior,Managerial and Decision Economics,William T. Ziemba; Sandra L. Schwartz,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487493.txt,6467.0,13.0
journal-article-10.2307_2487501,1,66,8,10.2307_2487501,https://www.jstor.org/stable/2487501,1988.0,The Varieties of 'Right to Work'. An Essay in Honor of W. H. Hutt,Management & Organizational Behavior,Managerial and Decision Economics,Charles W. Baird,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487501.txt,9603.0,11.0
journal-article-10.2307_2487502,2,5,8,10.2307_2487502,https://www.jstor.org/stable/2487502,1988.0,"Gender, Pay Equity and Equal Value: A Solution in Search of a Rationale?",Management & Organizational Behavior,Managerial and Decision Economics,P. J. Sloane,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487502.txt,5047.0,6.0
journal-article-10.2307_2487504,2,1,4,10.2307_2487504,https://www.jstor.org/stable/2487504,1988.0,W. H. Hutt and Apartheid,Management & Organizational Behavior,Managerial and Decision Economics,S. Hugh High,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487504.txt,4137.0,5.0
journal-article-10.2307_2487505,2,13,9,10.2307_2487505,https://www.jstor.org/stable/2487505,1988.0,W. H. Hutt's the Economics of the Colour Bar,Management & Organizational Behavior,Managerial and Decision Economics,Jennifer Roback,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487505.txt,5274.0,6.0
journal-article-10.2307_2487506,21,14,12,10.2307_2487506,https://www.jstor.org/stable/2487506,1988.0,"Management Education and the MBA, It's Time for a Rethink",Management & Organizational Behavior,Managerial and Decision Economics,Hugh Murray,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487506.txt,5835.0,8.0
journal-article-10.2307_2487507,0,12,10,10.2307_2487507,https://www.jstor.org/stable/2487507,1988.0,Hutt's Views on Money,Management & Organizational Behavior,Managerial and Decision Economics,Brian Kantor,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487507.txt,4641.0,5.0
journal-article-10.2307_2487508,3,9,5,10.2307_2487508,https://www.jstor.org/stable/2487508,1988.0,The End of Central Planning and Self-Management?,Management & Organizational Behavior,Managerial and Decision Economics,Ljubo Sirc,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487508.txt,3320.0,4.0
journal-article-10.2307_2487509,0,13,10,10.2307_2487509,https://www.jstor.org/stable/2487509,1988.0,Economists and the Politician,Management & Organizational Behavior,Managerial and Decision Economics,Arthur Seldon,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487509.txt,4949.0,6.0
journal-article-10.2307_2487513,18,12,0,10.2307_2487513,https://www.jstor.org/stable/2487513,1988.0,"Concentration Ratios, Strategy and Performance: The Case of the Norwegian Telecommunications Industry",Management & Organizational Behavior,Managerial and Decision Economics,Kjell Grønhaug; Tor Fredriksen,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487513.txt,3899.0,6.0
journal-article-10.2307_2487514,0,0,0,10.2307_2487514,https://www.jstor.org/stable/2487514,1988.0,Evaluating Capital Investment Projects,Management & Organizational Behavior,Managerial and Decision Economics,Moshe Ben-Horim; Narayanaswamy Sivakumar,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487514.txt,3995.0,6.0
journal-article-10.2307_2487515,0,15,0,10.2307_2487515,https://www.jstor.org/stable/2487515,1988.0,Production Theory with Profit-Constrained Revenue-Maximization: The Duality Approach,Management & Organizational Behavior,Managerial and Decision Economics,Nava Kahana; Shmuel Nitzan,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487515.txt,2075.0,5.0
journal-article-10.2307_2487516,1,7,0,10.2307_2487516,https://www.jstor.org/stable/2487516,1988.0,"Risk Aversion, Forward Markets and the Competitive Labor-Managed Firm under Price Uncertainty",Management & Organizational Behavior,Managerial and Decision Economics,Leonard F. S. Wang; David C. Bowles,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487516.txt,2434.0,4.0
journal-article-10.2307_2487520,2,20,1,10.2307_2487520,https://www.jstor.org/stable/2487520,1988.0,Firm-Level Determinants of Export Intensity,Management & Organizational Behavior,Managerial and Decision Economics,B. B. Schlegelmilch; J. N. Crook,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487520.txt,7757.0,10.0
journal-article-10.2307_2487522,0,2,6,10.2307_2487522,https://www.jstor.org/stable/2487522,1988.0,Informational Efficiency Tests of Quarterly Macroeconometric GNP Forecasts from 1976 to 1985,Management & Organizational Behavior,Managerial and Decision Economics,Frederick L. Joutz,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487522.txt,10494.0,20.0
journal-article-10.2307_2487523,1,25,1,10.2307_2487523,https://www.jstor.org/stable/2487523,1988.0,Decision Making in the Multiproduct Firm: Adaptability and Firm Organization,Management & Organizational Behavior,Managerial and Decision Economics,Lawrence J. Haber; David T. Levy,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487523.txt,6035.0,8.0
journal-article-10.2307_2487527,1,16,4,10.2307_2487527,https://www.jstor.org/stable/2487527,1991.0,Competitive Management and Working Capital,Management & Organizational Behavior,Managerial and Decision Economics,Alan P. Hamlin; David F. Heathfield,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487527.txt,7403.0,11.0
journal-article-10.2307_2487528,0,52,5,10.2307_2487528,https://www.jstor.org/stable/2487528,1991.0,Top Executive Pay and Performance,Management & Organizational Behavior,Managerial and Decision Economics,Brian G. M. Main,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487528.txt,8176.0,11.0
journal-article-10.2307_2487529,1,0,19,10.2307_2487529,https://www.jstor.org/stable/2487529,1991.0,Matching the Characteristics of a Service to the Preferences of Customers,Management & Organizational Behavior,Managerial and Decision Economics,G. V. Reed; M. R. Binks; C. T. Ennew,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487529.txt,5582.0,10.0
journal-article-10.2307_2487538,5,3,0,10.2307_2487538,https://www.jstor.org/stable/2487538,1984.0,Estimating Individual Company Costs of Capital from Cross-Sectional Data: A Random Coefficients Approach,Management & Organizational Behavior,Managerial and Decision Economics,Howard E. Thompson,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487538.txt,8275.0,11.0
journal-article-10.2307_2487539,3,2,1,10.2307_2487539,https://www.jstor.org/stable/2487539,1984.0,Some Refinements in Austrian Trade-Cycle Theory,Management & Organizational Behavior,Managerial and Decision Economics,J. Stuart Wood,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487539.txt,7758.0,9.0
journal-article-10.2307_2487540,7,8,3,10.2307_2487540,https://www.jstor.org/stable/2487540,1984.0,"Mini/Micro Computer Evaluation of System Features: An Empirical Discriminant Model of Software and Hardware Expandability, Compatibility, Cost-Efficiency, Installation and Delivery",Management & Organizational Behavior,Managerial and Decision Economics,Avi Rushinek; Sara F. Rushinek,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487540.txt,6684.0,10.0
journal-article-10.2307_2487541,2,27,3,10.2307_2487541,https://www.jstor.org/stable/2487541,1984.0,Structure and Performance of US Wholesale Trade,Management & Organizational Behavior,Managerial and Decision Economics,Stephen Martin,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487541.txt,5654.0,8.0
journal-article-10.2307_2487542,6,22,1,10.2307_2487542,https://www.jstor.org/stable/2487542,1984.0,"The Growth of Shiftwork in the British Food, Drink and Tobacco Industries",Management & Organizational Behavior,Managerial and Decision Economics,A. H. Ingram; P. J. Sloane,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487542.txt,7175.0,9.0
journal-article-10.2307_2487543,1,4,61,10.2307_2487543,https://www.jstor.org/stable/2487543,1984.0,Technological Change in Health Care: Why are Opinions so Divided?,Management & Organizational Behavior,Managerial and Decision Economics,Peter Zweifel,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487543.txt,4071.0,6.0
journal-article-10.2307_2487545,0,9,0,10.2307_2487545,https://www.jstor.org/stable/2487545,1984.0,Bankruptcy Risk and Impaired Investment Decisions,Management & Organizational Behavior,Managerial and Decision Economics,Jacques A. Schnabel; Jonathan Frank,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487545.txt,2124.0,4.0
journal-article-10.2307_2487550,14,30,11,10.2307_2487550,https://www.jstor.org/stable/2487550,1986.0,A Rationale for Planning: Implications from the Economic Theory of the Firm,Management & Organizational Behavior,Managerial and Decision Economics,George Emir Morgan; John D. Martin,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487550.txt,9692.0,10.0
journal-article-10.2307_2487551,1,2,11,10.2307_2487551,https://www.jstor.org/stable/2487551,1986.0,Declining Prices and Optimality When Costs Follow an Experience Curve,Management & Organizational Behavior,Managerial and Decision Economics,James E. Hodder; Yael A. Ilan,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487551.txt,4192.0,6.0
journal-article-10.2307_2487553,0,7,0,10.2307_2487553,https://www.jstor.org/stable/2487553,1986.0,Adimpact-A Multi-Media Advertising Effectiveness-Measurement Method,Management & Organizational Behavior,Managerial and Decision Economics,Clive Corder,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487553.txt,2877.0,5.0
journal-article-10.2307_2487554,2,17,5,10.2307_2487554,https://www.jstor.org/stable/2487554,1986.0,Can Export Performance be Explained by Attitudinal Differences?,Management & Organizational Behavior,Managerial and Decision Economics,B. B. Schlegelmilch,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487554.txt,3746.0,6.0
journal-article-10.2307_2487556,0,30,6,10.2307_2487556,https://www.jstor.org/stable/2487556,1986.0,An Economic Analysis of R & D Joint Ventures,Management & Organizational Behavior,Managerial and Decision Economics,Barry Bozeman; Albert Link; Asghar Zardkoohi,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487556.txt,3025.0,4.0
journal-article-10.2307_2487559,1,0,1,10.2307_2487559,https://www.jstor.org/stable/2487559,1986.0,"Misperceptions, Moral Hazard and Incentives in Groups",Management & Organizational Behavior,Managerial and Decision Economics,Martin Gaynor,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487559.txt,2013.0,4.0
journal-article-10.2307_2487563,7,17,1,10.2307_2487563,https://www.jstor.org/stable/2487563,1986.0,Some Observations on Greater Competition in the West German Health- Insurance System from a US Perspective,Management & Organizational Behavior,Managerial and Decision Economics,Jörg Finsinger; Kornelius Kraft; Mark Pauly,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487563.txt,8935.0,11.0
journal-article-10.2307_2487564,2,8,9,10.2307_2487564,https://www.jstor.org/stable/2487564,1986.0,Inter-Industry Technology Flows in the US Food-Processing Industries,Management & Organizational Behavior,Managerial and Decision Economics,Willard F. Mueller; John D. Culbertson,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487564.txt,4132.0,6.0
journal-article-10.2307_2487565,5,80,5,10.2307_2487565,https://www.jstor.org/stable/2487565,1986.0,Technological Change and Vertical Integration,Management & Organizational Behavior,Managerial and Decision Economics,Bela Gold,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487565.txt,5909.0,8.0
journal-article-10.2307_2487566,3,14,5,10.2307_2487566,https://www.jstor.org/stable/2487566,1986.0,Assessing the Importance of Measurement Error in Capital Investment Models,Management & Organizational Behavior,Managerial and Decision Economics,Robert A. Connolly,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487566.txt,7204.0,9.0
journal-article-10.2307_2487568,1,3,1,10.2307_2487568,https://www.jstor.org/stable/2487568,1986.0,Research and Development Expenditure in Regulated and Unregulated Markets,Management & Organizational Behavior,Managerial and Decision Economics,J. U. de Villiers; D. R. Scott,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487568.txt,3705.0,5.0
journal-article-10.2307_2487569,0,0,0,10.2307_2487569,https://www.jstor.org/stable/2487569,1986.0,Pricing and the Flat-Maximum Principle,Management & Organizational Behavior,Managerial and Decision Economics,Mick Silver; Donald Tull,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487569.txt,2313.0,4.0
journal-article-10.2307_2487570,0,62,1,10.2307_2487570,https://www.jstor.org/stable/2487570,1986.0,Dominant Stockownership and Profitability,Management & Organizational Behavior,Managerial and Decision Economics,Stephen P. Neun; Rexford E. Santerre,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487570.txt,2416.0,4.0
journal-article-10.2307_2487571,0,0,1,10.2307_2487571,https://www.jstor.org/stable/2487571,1986.0,Effect of Fixed Cost under Uncertainty and Access to the Capital Market,Management & Organizational Behavior,Managerial and Decision Economics,Dipak Ghosh,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487571.txt,1591.0,3.0
journal-article-10.2307_2487577,0,65,7,10.2307_2487577,https://www.jstor.org/stable/2487577,1984.0,Decision-Making in the Two-Act Antitrust Decision Problem,Management & Organizational Behavior,Managerial and Decision Economics,Ira Horowitz; Samuel Dennis,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487577.txt,8938.0,10.0
journal-article-10.2307_2487578,8,9,57,10.2307_2487578,https://www.jstor.org/stable/2487578,1984.0,Concentration Change and the Structure-Performance Debate: An Interpretive Essay,Management & Organizational Behavior,Managerial and Decision Economics,John R. Carter,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487578.txt,7390.0,9.0
journal-article-10.2307_2487579,18,29,0,10.2307_2487579,https://www.jstor.org/stable/2487579,1984.0,A Study of Measuring Influence of Advertising and Forecasting Cigarette Sales,Management & Organizational Behavior,Managerial and Decision Economics,Ugur Yucelt; Erdener Kaynak,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487579.txt,3250.0,6.0
journal-article-10.2307_2487580,0,7,1,10.2307_2487580,https://www.jstor.org/stable/2487580,1984.0,Advertising Expenditure and Aggregate Consumption in Britain and West Germany: An Analysis of Causality,Management & Organizational Behavior,Managerial and Decision Economics,Brian T. Sturgess; Nicholas Wilson,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487580.txt,7015.0,9.0
journal-article-10.2307_2487581,2,2,0,10.2307_2487581,https://www.jstor.org/stable/2487581,1984.0,"Predictions of Annual Earnings Using Quarterly Earnings, Annual Earnings and Dividend Payout Ratios",Management & Organizational Behavior,Managerial and Decision Economics,Gerald J. Lobo; R. D. Nair,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487581.txt,4584.0,6.0
journal-article-10.2307_2487582,0,15,0,10.2307_2487582,https://www.jstor.org/stable/2487582,1984.0,Risk and Return under Changing Regulation: An Empirical Analysis,Management & Organizational Behavior,Managerial and Decision Economics,"Edward L. Bubnys; Walter J. Primeaux, Jr.; J. Kenton Zumwalt",/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487582.txt,5653.0,8.0
journal-article-10.2307_2487592,9,38,6,10.2307_2487592,https://www.jstor.org/stable/2487592,1990.0,"Production Planning, Inventory Management and Scheduling: Spanning the Boundaries",Management & Organizational Behavior,Managerial and Decision Economics,Linda G. Sprague; Larry P. Ritzman; Lee Krajewski,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487592.txt,12441.0,19.0
journal-article-10.2307_2487593,3,0,30,10.2307_2487593,https://www.jstor.org/stable/2487593,1990.0,"Decision Making: Normative, Descriptive and Decision Counseling",Management & Organizational Behavior,Managerial and Decision Economics,Andrew Vazsonyi,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487593.txt,5641.0,9.0
journal-article-10.2307_2487594,19,57,184,10.2307_2487594,https://www.jstor.org/stable/2487594,1990.0,The Behavioral Study of Accountants: A New School of Behavioral Research in Accounting,Management & Organizational Behavior,Managerial and Decision Economics,James E. Sorensen,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487594.txt,10476.0,15.0
journal-article-10.2307_2487597,12,3,0,10.2307_2487597,https://www.jstor.org/stable/2487597,1990.0,Decision Making and Estimation-Induced Uncertainty,Management & Organizational Behavior,Managerial and Decision Economics,Ira Horowitz,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487597.txt,7567.0,10.0
journal-article-10.2307_2487599,2,0,2,10.2307_2487599,https://www.jstor.org/stable/2487599,1990.0,Discussion of Horowitz: 'Decision Making and Estimation-Induced Uncertainty',Management & Organizational Behavior,Managerial and Decision Economics,Herbert Moskowitz,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487599.txt,2012.0,4.0
journal-article-10.2307_2487600,4,7,0,10.2307_2487600,https://www.jstor.org/stable/2487600,1990.0,"Artificial Intelligence, Heuristic Frameworks and Tabu Search",Management & Organizational Behavior,Managerial and Decision Economics,Fred Glover,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487600.txt,7425.0,11.0
journal-article-10.2307_2487604,2,88,1,10.2307_2487604,https://www.jstor.org/stable/2487604,1991.0,Abandoned Mergers and the Market for Corporate Control,Management & Organizational Behavior,Managerial and Decision Economics,Richard J. Taffler; Peter Holl,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487604.txt,6136.0,10.0
journal-article-10.2307_2487605,13,13,23,10.2307_2487605,https://www.jstor.org/stable/2487605,1991.0,MNE Competitiveness: A Scenario-Driven Technology Transfer Construct,Management & Organizational Behavior,Managerial and Decision Economics,Nicholas C. Georgantzas,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487605.txt,7886.0,13.0
journal-article-10.2307_2487606,0,38,2,10.2307_2487606,https://www.jstor.org/stable/2487606,1991.0,The Impact of the Foreign Corrupt Practices Act on US Exports,Management & Organizational Behavior,Managerial and Decision Economics,Paul J. Beck; Michael W. Maher; Adrian E. Tschoegl,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487606.txt,5540.0,9.0
journal-article-10.2307_2487608,14,44,2,10.2307_2487608,https://www.jstor.org/stable/2487608,1991.0,Postauditing Capital Assets and Firm Performance: An Empirical Investigation,Management & Organizational Behavior,Managerial and Decision Economics,Mary D. Myers; Lawrence A. Gordon; Michelle M. Hamer,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487608.txt,7495.0,11.0
journal-article-10.2307_2487613,2,58,3,10.2307_2487613,https://www.jstor.org/stable/2487613,1987.0,Determinants of Premiums in Acquisition Transactions,Management & Organizational Behavior,Managerial and Decision Economics,Nikhil P. Varaiya,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487613.txt,8078.0,10.0
journal-article-10.2307_2487614,3,219,37,10.2307_2487614,https://www.jstor.org/stable/2487614,1987.0,Vertical Quasi-Integration Revisited: The Role of Power,Management & Organizational Behavior,Managerial and Decision Economics,Adamantios Diamantopoulos,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487614.txt,8335.0,10.0
journal-article-10.2307_2487617,1,8,2,10.2307_2487617,https://www.jstor.org/stable/2487617,1987.0,An Empirical Investigation of Owner-Manager Labor-Supply Behavior,Management & Organizational Behavior,Managerial and Decision Economics,Robert M. Feinberg,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487617.txt,2630.0,4.0
journal-article-10.2307_2487619,4,4,2,10.2307_2487619,https://www.jstor.org/stable/2487619,1987.0,Valuing Unlisted Shares: A Dual Approach to the Major Information Determinants,Management & Organizational Behavior,Managerial and Decision Economics,Jeffrey Kantor; Richard Pike,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487619.txt,4632.0,7.0
journal-article-10.2307_2487620,1,1,2,10.2307_2487620,https://www.jstor.org/stable/2487620,1987.0,Valuation under Imperfect Information: Bayesian Learning from the Performance of the Firm and the Market,Management & Organizational Behavior,Managerial and Decision Economics,Giora Harpaz; Stavros B. Thomadakis,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487620.txt,4770.0,6.0
journal-article-10.2307_2487621,4,8,2,10.2307_2487621,https://www.jstor.org/stable/2487621,1987.0,The Relationship between Mixed Strategies and Strategic Groups,Management & Organizational Behavior,Managerial and Decision Economics,K. Ravi Kumar,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487621.txt,6591.0,8.0
journal-article-10.2307_2487622,0,1,4,10.2307_2487622,https://www.jstor.org/stable/2487622,1987.0,Optimal Bond Refunding Strategies,Management & Organizational Behavior,Managerial and Decision Economics,Wilbur G. Lewellen; Ahron Rosenfeld,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487622.txt,7179.0,8.0
journal-article-10.2307_2487623,0,5,0,10.2307_2487623,https://www.jstor.org/stable/2487623,1987.0,Seasonality in Asset Returns: Evidence from the Gold Market,Management & Organizational Behavior,Managerial and Decision Economics,Adrian E. Tschoegl,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487623.txt,2800.0,4.0
journal-article-10.2307_2487628,0,1,2,10.2307_2487628,https://www.jstor.org/stable/2487628,1985.0,The Magnitude and Reliability of Equity Capital Cost Estimates: A Statistical Approach,Management & Organizational Behavior,Managerial and Decision Economics,Howard E. Thompson,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487628.txt,6316.0,9.0
journal-article-10.2307_2487629,1,16,2,10.2307_2487629,https://www.jstor.org/stable/2487629,1985.0,The Joint Determination of 'Quality' and Price in Standardized Products: A Comparative Dynamic Analysis,Management & Organizational Behavior,Managerial and Decision Economics,Colin Aislabie,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487629.txt,4210.0,6.0
journal-article-10.2307_2487630,1,96,5,10.2307_2487630,https://www.jstor.org/stable/2487630,1985.0,Diversification and R & D Activity in Japanese Manufacturing Firms,Management & Organizational Behavior,Managerial and Decision Economics,Noriyuki Doi,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487630.txt,4854.0,6.0
journal-article-10.2307_2487631,0,123,0,10.2307_2487631,https://www.jstor.org/stable/2487631,1985.0,"Conglomerate Mergers, Mutual Forbearance Behavior and Price Competition",Management & Organizational Behavior,Managerial and Decision Economics,Allyn D. Strickland,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487631.txt,5392.0,7.0
journal-article-10.2307_2487632,3,15,2,10.2307_2487632,https://www.jstor.org/stable/2487632,1985.0,The Emergence of Shop-Floor Trade Union Power in South Africa,Management & Organizational Behavior,Managerial and Decision Economics,Robert A. Jones,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487632.txt,5334.0,7.0
journal-article-10.2307_2487633,2,8,1,10.2307_2487633,https://www.jstor.org/stable/2487633,1985.0,Rate-Base Valuation Methods and Firm Efficiency,Management & Organizational Behavior,Managerial and Decision Economics,"Edward L. Bubnys; Walter J. Primeaux, Jr.",/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487633.txt,3123.0,5.0
journal-article-10.2307_2487636,0,9,0,10.2307_2487636,https://www.jstor.org/stable/2487636,1985.0,Monetary Instability and Share-Market Risk: Canadian Evidence,Management & Organizational Behavior,Managerial and Decision Economics,Jacques A. Schnabel,/vol_b/data/jstor_data/ocr/journal-article-10.2307_2487636.txt,1870.0,3.0
